EmpID,Work_Date,Clock_Time,Attendance_Event,Exception_Type
2598,2025-01-09,07:44,Clock In,No Exception
2598,2025-01-09,17:38,Clock Out,No Exception
2598,2025-01-10,08:18,Clock In,No Exception
2598,2025-01-10,16:11,Clock Out,No Exception
2598,2025-01-12,06:58,Clock In,No Exception
2598,2025-01-12,14:42,Clock Out,No Exception
2598,2025-01-13,09:44,Clock In,No Exception
2598,2025-01-13,19:23,Clock Out,No Exception
2598,2025-01-14,08:32,Clock In,No Exception
2598,2025-01-14,17:33,Clock Out,No Exception
2598,2025-01-15,06:28,Clock In,No Exception
2598,2025-01-15,15:49,Clock Out,No Exception
2598,2025-01-16,07:11,Clock In,No Exception
2598,2025-01-16,16:57,Clock Out,No Exception
2598,2025-01-17,07:48,Clock In,No Exception
2598,2025-01-17,16:29,Clock Out,No Exception
2598,2025-01-20,06:10,Clock In,No Exception
2598,2025-01-20,16:08,Clock Out,No Exception
2598,2025-01-21,07:13,Clock In,No Exception
2598,2025-01-21,16:57,Clock Out,No Exception
2598,2025-01-22,06:14,Clock In,No Exception
2598,2025-01-22,14:41,Clock Out,No Exception
2598,2025-01-23,06:45,Clock In,No Exception
2598,2025-01-23,14:53,Clock Out,No Exception
2598,2025-01-24,06:40,Clock In,No Exception
2598,2025-01-24,15:39,Clock Out,No Exception
2598,2025-01-26,07:24,Clock In,No Exception
2598,2025-01-26,16:43,Clock Out,No Exception
2598,2025-01-27,08:09,Clock In,No Exception
2598,2025-01-27,18:00,Clock Out,No Exception
2598,2025-01-28,07:15,Clock In,No Exception
2598,2025-01-28,15:04,Clock Out,No Exception
2598,2025-01-29,07:02,Clock In,No Exception
2598,2025-01-29,15:44,Clock Out,No Exception
2598,2025-01-30,09:46,Clock In,No Exception
2598,2025-01-30,19:11,Clock Out,No Exception
2598,2025-01-31,08:42,Clock In,No Exception
2598,2025-01-31,16:58,Clock Out,No Exception
2598,2025-02-01,09:16,Clock In,No Exception
2598,2025-02-01,17:57,Clock Out,No Exception
2598,2025-02-03,09:46,Clock In,No Exception
2598,2025-02-03,19:39,Clock Out,No Exception
2598,2025-02-04,08:38,Clock In,No Exception
2598,2025-02-04,18:25,Clock Out,No Exception
2598,2025-02-05,08:59,Clock In,No Exception
2598,2025-02-05,18:30,Clock Out,No Exception
2598,2025-02-06,09:35,Clock In,No Exception
2598,2025-02-06,18:27,Clock Out,No Exception
2598,2025-02-07,06:58,Clock In,No Exception
2598,2025-02-07,14:55,Clock Out,No Exception
2598,2025-02-09,07:21,Clock In,No Exception
2598,2025-02-09,15:46,Clock Out,No Exception
2598,2025-02-10,06:41,Clock In,No Exception
2598,2025-02-10,15:37,Clock Out,No Exception
2598,2025-02-11,08:50,Clock In,No Exception
2598,2025-02-11,18:06,Clock Out,No Exception
2598,2025-02-12,06:38,Clock In,No Exception
2598,2025-02-12,16:23,Clock Out,No Exception
2598,2025-02-13,08:32,Clock In,No Exception
2598,2025-02-13,18:26,Clock Out,No Exception
2598,2025-02-14,07:19,Clock In,No Exception
2598,2025-02-14,16:08,Clock Out,No Exception
2598,2025-02-17,07:02,Clock In,No Exception
2598,2025-02-17,15:13,Clock Out,No Exception
2598,2025-02-18,07:58,Clock In,No Exception
2598,2025-02-18,17:06,Clock Out,No Exception
2598,2025-02-19,09:56,Clock In,No Exception
2598,2025-02-19,17:33,Clock Out,No Exception
2598,2025-02-20,07:36,Clock In,No Exception
2598,2025-02-20,16:18,Clock Out,No Exception
2598,2025-02-21,06:26,Clock In,No Exception
2598,2025-02-21,14:41,Clock Out,No Exception
2598,2025-02-24,08:42,Clock In,No Exception
2598,2025-02-24,17:50,Clock Out,No Exception
2598,2025-02-25,07:57,Clock In,No Exception
2598,2025-02-25,16:46,Clock Out,No Exception
2598,2025-02-26,09:54,Clock In,No Exception
2598,2025-02-26,19:35,Clock Out,No Exception
2598,2025-02-27,08:17,Clock In,No Exception
2598,2025-02-27,17:17,Clock Out,No Exception
2598,2025-02-28,06:28,Clock In,No Exception
2598,2025-02-28,15:26,Clock Out,No Exception
1338,2025-01-01,06:07,Clock In,No Exception
1338,2025-01-01,14:22,Clock Out,No Exception
1338,2025-01-02,09:27,Clock In,No Exception
1338,2025-01-02,19:17,Clock Out,No Exception
1338,2025-01-03,08:18,Clock In,No Exception
1338,2025-01-03,17:18,Clock Out,No Exception
1338,2025-01-06,06:29,Clock In,No Exception
1338,2025-01-06,15:29,Clock Out,No Exception
1338,2025-01-07,07:20,Clock In,No Exception
1338,2025-01-07,16:18,Clock Out,No Exception
1338,2025-01-08,09:11,Clock In,No Exception
1338,2025-01-08,18:43,Clock Out,No Exception
1338,2025-01-09,08:07,Clock In,No Exception
1338,2025-01-09,16:58,Clock Out,No Exception
1338,2025-01-10,06:18,Clock In,No Exception
1338,2025-01-10,13:55,Clock Out,No Exception
1338,2025-01-13,07:07,Clock In,No Exception
1338,2025-01-13,17:00,Clock Out,No Exception
1338,2025-01-14,07:55,Clock In,No Exception
1338,2025-01-14,15:46,Clock Out,No Exception
1338,2025-01-15,07:31,Clock In,No Exception
1338,2025-01-15,15:56,Clock Out,No Exception
1338,2025-01-16,07:54,Clock In,No Exception
1338,2025-01-16,17:20,Clock Out,No Exception
1338,2025-01-17,07:22,Clock In,No Exception
1338,2025-01-17,15:40,Clock Out,No Exception
1338,2025-01-20,08:29,Clock In,No Exception
1338,2025-01-20,17:40,Clock Out,No Exception
1338,2025-01-21,09:15,Clock In,No Exception
1338,2025-01-21,18:08,Clock Out,No Exception
1338,2025-01-22,06:11,Clock In,No Exception
1338,2025-01-22,15:07,Clock Out,No Exception
1338,2025-01-23,08:29,Clock In,No Exception
1338,2025-01-23,18:04,Clock Out,No Exception
1338,2025-01-24,07:25,Clock In,No Exception
1338,2025-01-24,16:05,Clock Out,No Exception
1338,2025-01-27,06:11,Clock In,No Exception
1338,2025-01-27,14:29,Clock Out,No Exception
1338,2025-01-28,07:08,Clock In,No Exception
1338,2025-01-28,15:57,Clock Out,No Exception
1338,2025-01-29,09:02,Clock In,No Exception
1338,2025-01-29,17:27,Clock Out,No Exception
1338,2025-01-30,06:50,Clock In,No Exception
1338,2025-01-30,16:26,Clock Out,No Exception
1338,2025-01-31,07:50,Clock In,No Exception
1338,2025-01-31,16:59,Clock Out,No Exception
1338,2025-02-03,06:34,Clock In,No Exception
1338,2025-02-03,15:19,Clock Out,No Exception
1338,2025-02-04,08:07,Clock In,No Exception
1338,2025-02-04,15:49,Clock Out,No Exception
1338,2025-02-05,08:26,Clock In,No Exception
1338,2025-02-05,16:08,Clock Out,No Exception
1338,2025-02-06,06:20,Clock In,No Exception
1338,2025-02-06,13:59,Clock Out,No Exception
1338,2025-02-07,07:42,Clock In,No Exception
1338,2025-02-07,15:42,Clock Out,No Exception
1338,2025-02-10,07:05,Clock In,No Exception
1338,2025-02-10,16:58,Clock Out,No Exception
1338,2025-02-11,06:39,Clock In,No Exception
1338,2025-02-11,15:18,Clock Out,No Exception
1338,2025-02-12,06:22,Clock In,No Exception
1338,2025-02-12,16:21,Clock Out,No Exception
1338,2025-02-13,06:05,Clock In,No Exception
1338,2025-02-13,15:16,Clock Out,No Exception
1338,2025-02-14,09:10,Clock In,No Exception
1338,2025-02-14,19:00,Clock Out,No Exception
1338,2025-02-17,06:06,Clock In,No Exception
1338,2025-02-17,14:55,Clock Out,No Exception
1338,2025-02-18,08:33,Clock In,No Exception
1338,2025-02-18,18:03,Clock Out,No Exception
1338,2025-02-19,07:00,Clock In,No Exception
1338,2025-02-19,14:32,Clock Out,No Exception
1338,2025-02-20,07:46,Clock In,No Exception
1338,2025-02-20,16:37,Clock Out,No Exception
1338,2025-02-21,09:15,Clock In,No Exception
1338,2025-02-21,18:32,Clock Out,No Exception
1338,2025-02-22,07:52,Clock In,No Exception
1338,2025-02-22,16:19,Clock Out,No Exception
1338,2025-02-24,09:58,Clock In,No Exception
1338,2025-02-24,18:38,Clock Out,No Exception
1338,2025-02-25,06:03,Clock In,No Exception
1338,2025-02-25,15:39,Clock Out,No Exception
1338,2025-02-26,08:51,Clock In,No Exception
1338,2025-02-26,17:30,Clock Out,No Exception
1338,2025-02-27,06:52,Clock In,No Exception
1338,2025-02-27,16:37,Clock Out,No Exception
1338,2025-02-28,08:44,Clock In,No Exception
1338,2025-02-28,17:40,Clock Out,No Exception
2636,2025-01-01,08:08,Clock In,No Exception
2636,2025-01-01,16:06,Clock Out,No Exception
2636,2025-01-02,07:24,Clock In,No Exception
2636,2025-01-02,15:43,Clock Out,No Exception
2636,2025-01-03,07:15,Clock In,No Exception
2636,2025-01-03,15:06,Clock Out,No Exception
2636,2025-01-06,06:59,Clock In,No Exception
2636,2025-01-06,16:32,Clock Out,No Exception
2636,2025-01-07,06:52,Clock In,No Exception
2636,2025-01-07,15:27,Clock Out,No Exception
2636,2025-01-08,08:46,Clock In,No Exception
2636,2025-01-08,16:34,Clock Out,No Exception
2636,2025-01-09,09:02,Clock In,No Exception
2636,2025-01-09,18:28,Clock Out,No Exception
2636,2025-01-10,07:30,Clock In,No Exception
2636,2025-01-10,16:24,Clock Out,No Exception
2636,2025-01-11,08:08,Clock In,No Exception
2636,2025-01-11,16:47,Clock Out,No Exception
2636,2025-01-13,09:15,Clock In,No Exception
2636,2025-01-13,18:17,Clock Out,No Exception
2636,2025-01-14,08:12,Clock In,No Exception
2636,2025-01-14,16:30,Clock Out,No Exception
2636,2025-01-15,07:08,Clock In,No Exception
2636,2025-01-15,16:16,Clock Out,No Exception
2636,2025-01-16,06:19,Clock In,No Exception
2636,2025-01-16,13:52,Clock Out,No Exception
2636,2025-01-17,07:26,Clock In,No Exception
2636,2025-01-17,15:07,Clock Out,No Exception
2636,2025-01-20,09:53,Clock In,No Exception
2636,2025-01-20,17:31,Clock Out,No Exception
2636,2025-01-21,09:53,Clock In,No Exception
2636,2025-01-21,19:37,Clock Out,No Exception
2636,2025-01-22,09:48,Clock In,No Exception
2636,2025-01-22,17:40,Clock Out,No Exception
2636,2025-01-23,07:25,Clock In,No Exception
2636,2025-01-23,15:05,Clock Out,No Exception
2636,2025-01-24,07:52,Clock In,No Exception
2636,2025-01-24,16:40,Clock Out,No Exception
2636,2025-01-27,07:43,Clock In,No Exception
2636,2025-01-27,17:20,Clock Out,No Exception
2636,2025-01-28,08:41,Clock In,No Exception
2636,2025-01-28,17:09,Clock Out,No Exception
2636,2025-01-29,06:52,Clock In,No Exception
2636,2025-01-29,16:38,Clock Out,No Exception
2636,2025-01-30,08:56,Clock In,No Exception
2636,2025-01-30,16:40,Clock Out,No Exception
2636,2025-01-31,09:45,Clock In,No Exception
2636,2025-01-31,17:24,Clock Out,No Exception
2636,2025-02-02,06:16,Clock In,No Exception
2636,2025-02-02,14:08,Clock Out,No Exception
2636,2025-02-03,07:08,Clock In,No Exception
2636,2025-02-03,14:43,Clock Out,No Exception
2636,2025-02-04,06:51,Clock In,No Exception
2636,2025-02-04,15:49,Clock Out,No Exception
2636,2025-02-05,08:16,Clock In,No Exception
2636,2025-02-05,16:22,Clock Out,No Exception
2636,2025-02-06,08:32,Clock In,No Exception
2636,2025-02-06,17:40,Clock Out,No Exception
2636,2025-02-07,06:04,Clock In,No Exception
2636,2025-02-07,13:35,Clock Out,No Exception
2636,2025-02-10,08:39,Clock In,No Exception
2636,2025-02-10,17:22,Clock Out,No Exception
2636,2025-02-11,09:26,Clock In,No Exception
2636,2025-02-11,17:28,Clock Out,No Exception
2636,2025-02-12,08:45,Clock In,No Exception
2636,2025-02-12,16:49,Clock Out,No Exception
2636,2025-02-13,09:57,Clock In,No Exception
2636,2025-02-13,17:41,Clock Out,No Exception
2636,2025-02-14,06:49,Clock In,No Exception
2636,2025-02-14,14:41,Clock Out,No Exception
2636,2025-02-17,08:25,Clock In,No Exception
2636,2025-02-17,17:17,Clock Out,No Exception
2636,2025-02-18,07:14,Clock In,No Exception
2636,2025-02-18,16:05,Clock Out,No Exception
2636,2025-02-19,06:49,Clock In,No Exception
2636,2025-02-19,15:43,Clock Out,No Exception
2636,2025-02-20,09:09,Clock In,No Exception
2636,2025-02-20,18:04,Clock Out,No Exception
2636,2025-02-21,06:22,Clock In,No Exception
2636,2025-02-21,16:16,Clock Out,No Exception
2636,2025-02-22,08:49,Clock In,No Exception
2636,2025-02-22,17:40,Clock Out,No Exception
2636,2025-02-23,08:46,Clock In,No Exception
2636,2025-02-23,18:18,Clock Out,No Exception
2636,2025-02-24,06:14,Clock In,No Exception
2636,2025-02-24,15:23,Clock Out,No Exception
2636,2025-02-25,08:06,Clock In,No Exception
2636,2025-02-25,16:50,Clock Out,No Exception
2636,2025-02-26,08:42,Clock In,No Exception
2636,2025-02-26,17:09,Clock Out,No Exception
2636,2025-02-27,09:34,Clock In,No Exception
2636,2025-02-27,17:42,Clock Out,No Exception
2636,2025-02-28,09:03,Clock In,No Exception
2636,2025-02-28,18:39,Clock Out,No Exception
3160,2025-01-01,06:18,Clock In,No Exception
3160,2025-01-01,16:13,Clock Out,No Exception
3160,2025-01-02,09:00,Clock In,No Exception
3160,2025-01-02,18:10,Clock Out,No Exception
3160,2025-01-03,09:17,Clock In,No Exception
3160,2025-01-03,16:48,Clock Out,No Exception
3160,2025-01-06,06:06,Clock In,No Exception
3160,2025-01-06,15:55,Clock Out,No Exception
3160,2025-01-07,07:47,Clock In,No Exception
3160,2025-01-07,16:22,Clock Out,No Exception
3160,2025-01-08,07:54,Clock In,No Exception
3160,2025-01-08,17:29,Clock Out,No Exception
3160,2025-01-09,06:27,Clock In,No Exception
3160,2025-01-09,15:49,Clock Out,No Exception
3160,2025-01-10,08:47,Clock In,No Exception
3160,2025-01-10,17:10,Clock Out,No Exception
3160,2025-01-13,08:22,Clock In,No Exception
3160,2025-01-13,16:39,Clock Out,No Exception
3160,2025-01-14,06:52,Clock In,No Exception
3160,2025-01-14,16:10,Clock Out,No Exception
3160,2025-01-15,07:36,Clock In,No Exception
3160,2025-01-15,17:03,Clock Out,No Exception
3160,2025-01-16,07:50,Clock In,No Exception
3160,2025-01-16,17:15,Clock Out,No Exception
3160,2025-01-17,09:19,Clock In,No Exception
3160,2025-01-17,17:18,Clock Out,No Exception
3160,2025-01-18,09:36,Clock In,No Exception
3160,2025-01-18,17:13,Clock Out,No Exception
3160,2025-01-19,06:11,Clock In,No Exception
3160,2025-01-19,13:48,Clock Out,No Exception
3160,2025-01-20,07:20,Clock In,No Exception
3160,2025-01-20,16:16,Clock Out,No Exception
3160,2025-01-21,07:01,Clock In,No Exception
3160,2025-01-21,16:04,Clock Out,No Exception
3160,2025-01-22,09:05,Clock In,No Exception
3160,2025-01-22,16:46,Clock Out,No Exception
3160,2025-01-23,06:09,Clock In,No Exception
3160,2025-01-23,14:56,Clock Out,No Exception
3160,2025-01-24,06:34,Clock In,No Exception
3160,2025-01-24,14:10,Clock Out,No Exception
3160,2025-01-27,09:33,Clock In,No Exception
3160,2025-01-27,17:41,Clock Out,No Exception
3160,2025-01-28,07:46,Clock In,No Exception
3160,2025-01-28,16:52,Clock Out,No Exception
3160,2025-01-29,09:58,Clock In,No Exception
3160,2025-01-29,17:55,Clock Out,No Exception
3160,2025-01-30,09:55,Clock In,No Exception
3160,2025-01-30,18:15,Clock Out,No Exception
3160,2025-01-31,06:46,Clock In,No Exception
3160,2025-01-31,14:35,Clock Out,No Exception
3160,2025-02-03,09:38,Clock In,No Exception
3160,2025-02-03,17:57,Clock Out,No Exception
3160,2025-02-04,09:18,Clock In,No Exception
3160,2025-02-04,19:08,Clock Out,No Exception
3160,2025-02-05,06:38,Clock In,No Exception
3160,2025-02-05,16:19,Clock Out,No Exception
3160,2025-02-06,08:35,Clock In,No Exception
3160,2025-02-06,18:01,Clock Out,No Exception
3160,2025-02-07,06:33,Clock In,No Exception
3160,2025-02-07,14:43,Clock Out,No Exception
3160,2025-02-08,06:51,Clock In,No Exception
3160,2025-02-08,15:43,Clock Out,No Exception
3160,2025-02-09,06:33,Clock In,No Exception
3160,2025-02-09,14:23,Clock Out,No Exception
3160,2025-02-10,08:40,Clock In,No Exception
3160,2025-02-10,18:19,Clock Out,No Exception
3160,2025-02-11,08:03,Clock In,No Exception
3160,2025-02-11,15:47,Clock Out,No Exception
3160,2025-02-12,08:06,Clock In,No Exception
3160,2025-02-12,17:03,Clock Out,No Exception
3160,2025-02-13,08:58,Clock In,No Exception
3160,2025-02-13,18:05,Clock Out,No Exception
3160,2025-02-14,09:57,Clock In,No Exception
3160,2025-02-14,17:35,Clock Out,No Exception
3160,2025-02-15,09:09,Clock In,No Exception
3160,2025-02-15,17:24,Clock Out,No Exception
3160,2025-02-17,08:15,Clock In,No Exception
3160,2025-02-17,18:07,Clock Out,No Exception
3160,2025-02-18,08:30,Clock In,No Exception
3160,2025-02-18,16:58,Clock Out,No Exception
3160,2025-02-19,08:19,Clock In,No Exception
3160,2025-02-19,16:15,Clock Out,No Exception
3160,2025-02-20,07:49,Clock In,No Exception
3160,2025-02-20,17:17,Clock Out,No Exception
3160,2025-02-21,06:43,Clock In,No Exception
3160,2025-02-21,15:21,Clock Out,No Exception
3160,2025-02-24,08:20,Clock In,No Exception
3160,2025-02-24,16:06,Clock Out,No Exception
3160,2025-02-25,06:59,Clock In,No Exception
3160,2025-02-25,14:31,Clock Out,No Exception
3160,2025-02-26,08:10,Clock In,No Exception
3160,2025-02-26,17:41,Clock Out,No Exception
3160,2025-02-27,07:58,Clock In,No Exception
3160,2025-02-27,17:58,Clock Out,No Exception
3160,2025-02-28,08:29,Clock In,No Exception
3160,2025-02-28,16:07,Clock Out,No Exception
1254,2025-01-01,06:17,Clock In,No Exception
1254,2025-01-01,13:57,Clock Out,No Exception
1254,2025-01-02,07:38,Clock In,No Exception
1254,2025-01-02,17:28,Clock Out,No Exception
1254,2025-01-03,08:06,Clock In,No Exception
1254,2025-01-03,17:25,Clock Out,No Exception
1254,2025-01-06,07:03,Clock In,No Exception
1254,2025-01-06,15:33,Clock Out,No Exception
1254,2025-01-07,07:51,Clock In,No Exception
1254,2025-01-07,17:02,Clock Out,No Exception
1254,2025-01-08,08:35,Clock In,No Exception
1254,2025-01-08,17:24,Clock Out,No Exception
1254,2025-01-09,08:26,Clock In,No Exception
1254,2025-01-09,17:00,Clock Out,No Exception
1254,2025-01-10,08:21,Clock In,No Exception
1254,2025-01-10,15:57,Clock Out,No Exception
1254,2025-01-12,09:21,Clock In,No Exception
1254,2025-01-12,17:10,Clock Out,No Exception
1254,2025-01-13,06:11,Clock In,Device Failure
1254,2025-01-13,15:58,Clock Out,No Exception
1254,2025-01-14,07:25,Clock In,No Exception
1254,2025-01-14,16:16,Clock Out,No Exception
1254,2025-01-15,08:07,Clock In,No Exception
1254,2025-01-15,16:02,Clock Out,No Exception
1254,2025-01-16,08:24,Clock In,No Exception
1254,2025-01-16,17:21,Clock Out,No Exception
1254,2025-01-17,06:35,Clock In,No Exception
1254,2025-01-17,15:30,Clock Out,No Exception
1254,2025-01-20,06:11,Clock In,No Exception
1254,2025-01-20,15:26,Clock Out,No Exception
1254,2025-01-21,06:53,Clock In,No Exception
1254,2025-01-21,16:16,Clock Out,No Exception
1254,2025-01-22,06:31,Clock In,No Exception
1254,2025-01-22,15:08,Clock Out,No Exception
1254,2025-01-23,08:05,Clock In,No Exception
1254,2025-01-23,15:52,Clock Out,No Exception
1254,2025-01-24,08:13,Clock In,No Exception
1254,2025-01-24,16:41,Clock Out,No Exception
1254,2025-01-27,09:44,Clock In,No Exception
1254,2025-01-27,17:25,Clock Out,No Exception
1254,2025-01-28,09:00,Clock In,No Exception
1254,2025-01-28,16:56,Clock Out,No Exception
1254,2025-01-29,08:36,Clock In,No Exception
1254,2025-01-29,16:54,Clock Out,No Exception
1254,2025-01-30,09:26,Clock In,No Exception
1254,2025-01-30,17:48,Clock Out,No Exception
1254,2025-01-31,09:05,Clock In,No Exception
1254,2025-01-31,17:22,Clock Out,No Exception
1254,2025-02-03,07:52,Clock In,No Exception
1254,2025-02-03,16:09,Clock Out,No Exception
1254,2025-02-04,06:57,Clock In,No Exception
1254,2025-02-04,14:46,Clock Out,No Exception
1254,2025-02-05,07:26,Clock In,No Exception
1254,2025-02-05,15:45,Clock Out,No Exception
1254,2025-02-06,06:25,Clock In,No Exception
1254,2025-02-06,15:55,Clock Out,No Exception
1254,2025-02-07,07:55,Clock In,No Exception
1254,2025-02-07,17:13,Clock Out,No Exception
1254,2025-02-09,06:31,Clock In,No Exception
1254,2025-02-09,14:37,Clock Out,No Exception
1254,2025-02-10,08:45,Clock In,No Exception
1254,2025-02-10,17:14,Clock Out,No Exception
1254,2025-02-11,06:50,Clock In,No Exception
1254,2025-02-11,16:46,Clock Out,No Exception
1254,2025-02-12,08:34,Clock In,No Exception
1254,2025-02-12,16:48,Clock Out,No Exception
1254,2025-02-13,09:00,Clock In,No Exception
1254,2025-02-13,17:37,Clock Out,No Exception
1254,2025-02-14,07:16,Clock In,No Exception
1254,2025-02-14,14:53,Clock Out,No Exception
1254,2025-02-16,08:31,Clock In,No Exception
1254,2025-02-16,18:19,Clock Out,No Exception
1254,2025-02-17,07:43,Clock In,No Exception
1254,2025-02-17,15:16,Clock Out,No Exception
1254,2025-02-18,07:06,Clock In,No Exception
1254,2025-02-18,15:46,Clock Out,No Exception
1254,2025-02-19,09:53,Clock In,No Exception
1254,2025-02-19,18:29,Clock Out,No Exception
1254,2025-02-20,07:19,Clock In,No Exception
1254,2025-02-20,16:18,Clock Out,No Exception
1254,2025-02-21,06:36,Clock In,No Exception
1254,2025-02-21,14:48,Clock Out,No Exception
1254,2025-02-22,06:17,Clock In,No Exception
1254,2025-02-22,14:36,Clock Out,No Exception
1254,2025-02-24,07:01,Clock In,No Exception
1254,2025-02-24,15:23,Clock Out,No Exception
1254,2025-02-25,06:45,Clock In,No Exception
1254,2025-02-25,15:58,Clock Out,No Exception
1254,2025-02-26,09:48,Clock In,No Exception
1254,2025-02-26,19:15,Clock Out,No Exception
1254,2025-02-27,08:54,Clock In,No Exception
1254,2025-02-27,17:23,Clock Out,No Exception
1254,2025-02-28,07:29,Clock In,No Exception
1254,2025-02-28,16:25,Clock Out,No Exception
2991,2025-01-01,06:02,Clock In,No Exception
2991,2025-01-01,14:51,Clock Out,No Exception
2991,2025-01-02,07:53,Clock In,No Exception
2991,2025-01-02,17:00,Clock Out,No Exception
2991,2025-01-03,09:33,Clock In,No Exception
2991,2025-01-03,17:54,Clock Out,No Exception
2991,2025-01-05,09:29,Clock In,No Exception
2991,2025-01-05,17:52,Clock Out,No Exception
2991,2025-01-06,09:42,Clock In,No Exception
2991,2025-01-06,19:23,Clock Out,No Exception
2991,2025-01-07,09:21,Clock In,No Exception
2991,2025-01-07,17:06,Clock Out,No Exception
2991,2025-01-08,08:43,Clock In,No Exception
2991,2025-01-08,16:24,Clock Out,No Exception
2991,2025-01-09,08:11,Clock In,No Exception
2991,2025-01-09,18:08,Clock Out,No Exception
2991,2025-01-10,09:07,Clock In,No Exception
2991,2025-01-10,18:27,Clock Out,No Exception
2991,2025-01-12,09:11,Clock In,No Exception
2991,2025-01-12,18:39,Clock Out,No Exception
2991,2025-01-13,07:05,Clock In,No Exception
2991,2025-01-13,14:50,Clock Out,No Exception
2991,2025-01-14,07:25,Clock In,No Exception
2991,2025-01-14,15:00,Clock Out,No Exception
2991,2025-01-15,09:35,Clock In,No Exception
2991,2025-01-15,18:23,Clock Out,No Exception
2991,2025-01-16,07:04,Clock In,No Exception
2991,2025-01-16,15:45,Clock Out,No Exception
2991,2025-01-17,09:31,Clock In,No Exception
2991,2025-01-17,18:37,Clock Out,No Exception
2991,2025-01-20,07:30,Clock In,No Exception
2991,2025-01-20,16:53,Clock Out,No Exception
2991,2025-01-21,07:22,Clock In,No Exception
2991,2025-01-21,15:53,Clock Out,No Exception
2991,2025-01-22,07:50,Clock In,No Exception
2991,2025-01-22,15:44,Clock Out,No Exception
2991,2025-01-23,07:26,Clock In,No Exception
2991,2025-01-23,17:25,Clock Out,No Exception
2991,2025-01-24,08:09,Clock In,No Exception
2991,2025-01-24,16:06,Clock Out,No Exception
2991,2025-01-27,06:31,Clock In,No Exception
2991,2025-01-27,14:18,Clock Out,No Exception
2991,2025-01-28,08:19,Clock In,No Exception
2991,2025-01-28,18:18,Clock Out,No Exception
2991,2025-01-29,07:02,Clock In,No Exception
2991,2025-01-29,14:53,Clock Out,No Exception
2991,2025-01-30,06:16,Clock In,No Exception
2991,2025-01-30,16:12,Clock Out,No Exception
2991,2025-01-31,06:19,Clock In,No Exception
2991,2025-01-31,16:14,Clock Out,No Exception
2991,2025-02-03,08:19,Clock In,No Exception
2991,2025-02-03,17:59,Clock Out,No Exception
2991,2025-02-04,09:10,Clock In,No Exception
2991,2025-02-04,18:12,Clock Out,No Exception
2991,2025-02-05,07:50,Clock In,No Exception
2991,2025-02-05,15:53,Clock Out,No Exception
2991,2025-02-06,08:09,Clock In,No Exception
2991,2025-02-06,15:52,Clock Out,No Exception
2991,2025-02-07,08:19,Clock In,No Exception
2991,2025-02-07,17:27,Clock Out,No Exception
2991,2025-02-08,09:08,Clock In,No Exception
2991,2025-02-08,18:22,Clock Out,Device Failure
2991,2025-02-10,09:19,Clock In,No Exception
2991,2025-02-10,18:16,Clock Out,No Exception
2991,2025-02-11,09:26,Clock In,No Exception
2991,2025-02-11,19:13,Clock Out,No Exception
2991,2025-02-12,07:59,Clock In,No Exception
2991,2025-02-12,17:45,Clock Out,No Exception
2991,2025-02-13,06:38,Clock In,No Exception
2991,2025-02-13,15:40,Clock Out,No Exception
2991,2025-02-14,06:10,Clock In,No Exception
2991,2025-02-14,15:02,Clock Out,No Exception
2991,2025-02-15,07:15,Clock In,No Exception
2991,2025-02-15,15:19,Clock Out,No Exception
2991,2025-02-17,06:12,Clock In,No Exception
2991,2025-02-17,13:44,Clock Out,No Exception
2991,2025-02-18,07:53,Clock In,No Exception
2991,2025-02-18,16:06,Clock Out,No Exception
2991,2025-02-19,06:11,Clock In,No Exception
2991,2025-02-19,14:18,Clock Out,No Exception
2991,2025-02-20,06:11,Clock In,No Exception
2991,2025-02-20,15:57,Clock Out,No Exception
2991,2025-02-21,06:00,Clock In,No Exception
2991,2025-02-21,13:39,Clock Out,No Exception
2991,2025-02-24,08:55,Clock In,No Exception
2991,2025-02-24,17:38,Clock Out,No Exception
2991,2025-02-25,08:08,Clock In,No Exception
2991,2025-02-25,17:30,Clock Out,No Exception
2991,2025-02-26,06:27,Clock In,No Exception
2991,2025-02-26,14:26,Clock Out,No Exception
2991,2025-02-27,06:50,Clock In,No Exception
2991,2025-02-27,16:13,Clock Out,No Exception
2991,2025-02-28,08:05,Clock In,No Exception
2991,2025-02-28,16:43,Clock Out,No Exception
1486,2025-01-01,09:17,Clock In,No Exception
1486,2025-01-01,19:11,Clock Out,No Exception
1486,2025-01-02,07:13,Clock In,No Exception
1486,2025-01-02,16:02,Clock Out,No Exception
1486,2025-01-03,08:50,Clock In,No Exception
1486,2025-01-03,17:27,Clock Out,No Exception
1486,2025-01-05,07:50,Clock In,No Exception
1486,2025-01-05,16:28,Clock Out,No Exception
1486,2025-01-06,09:36,Clock In,No Exception
1486,2025-01-06,17:51,Clock Out,No Exception
1486,2025-01-07,06:49,Clock In,No Exception
1486,2025-01-07,16:39,Clock Out,No Exception
1486,2025-01-08,07:06,Clock In,No Exception
1486,2025-01-08,16:50,Clock Out,No Exception
1486,2025-01-09,08:50,Clock In,No Exception
1486,2025-01-09,17:22,Clock Out,No Exception
1486,2025-01-10,08:01,Clock In,No Exception
1486,2025-01-10,16:36,Clock Out,No Exception
1486,2025-01-12,08:12,Clock In,No Exception
1486,2025-01-12,15:50,Clock Out,No Exception
1486,2025-01-13,06:45,Clock In,No Exception
1486,2025-01-13,16:09,Clock Out,No Exception
