EmpID,Pay_Period,Work_Date,Hours_Worked,Hourly_Rate,Gross_Pay
1797,2025-01,2025-01-21,8.92,28,249.76
1797,2025-01,2025-01-22,8.32,28,232.96
1797,2025-01,2025-01-23,8.35,28,233.8
1797,2025-01,2025-01-24,7.62,28,213.36
1797,2025-01,2025-01-27,7.72,28,216.16
1797,2025-01,2025-01-28,7.93,28,222.04
1797,2025-01,2025-01-29,9.47,28,265.16
1797,2025-01,2025-01-30,9.67,28,270.76
1797,2025-01,2025-01-31,8.27,28,231.56
1797,2025-01,2025-02-03,9.5,28,266.0
1797,2025-01,2025-02-04,7.65,28,214.2
1797,2025-01,2025-02-05,8.28,28,231.84
1797,2025-01,2025-02-06,9.02,28,252.56
1797,2025-01,2025-02-07,8.38,28,234.64
1797,2025-01,2025-02-10,8.75,28,245.0
1797,2025-01,2025-02-11,8.53,28,238.84
1797,2025-01,2025-02-12,8.37,28,234.36
1797,2025-01,2025-02-13,7.77,28,217.56
1797,2025-01,2025-02-14,9.57,28,267.96
1797,2025-01,2025-02-17,9.85,28,275.8
1797,2025-01,2025-02-18,7.92,28,221.76
1797,2025-01,2025-02-19,8.62,28,241.36
1797,2025-01,2025-02-20,9.77,28,273.56
1797,2025-01,2025-02-21,8.7,28,243.6
1797,2025-01,2025-02-22,8.63,28,241.64
1797,2025-01,2025-02-24,9.5,28,266.0
1797,2025-01,2025-02-25,8.0,28,224.0
1797,2025-01,2025-02-26,7.95,28,222.6
1797,2025-01,2025-02-27,8.7,28,243.6
1797,2025-01,2025-02-28,9.47,28,265.16
1797,2025-01,2025-03-01,7.62,28,213.36
1800,2025-01,2025-01-01,8.37,38,318.06
1800,2025-01,2025-01-02,8.12,38,308.56
1800,2025-01,2025-01-03,7.75,38,294.5
1800,2025-01,2025-01-06,8.22,38,312.36
1800,2025-01,2025-01-07,7.88,38,299.44
1800,2025-01,2025-01-08,7.82,38,297.16
1800,2025-01,2025-01-09,8.0,38,304.0
1800,2025-01,2025-01-10,8.08,38,307.04
1800,2025-01,2025-01-13,8.92,38,338.96
1800,2025-01,2025-01-14,8.22,38,312.36
1800,2025-01,2025-01-15,8.53,38,324.14
1800,2025-01,2025-01-16,9.32,38,354.16
1800,2025-01,2025-01-17,9.28,38,352.64
1800,2025-01,2025-01-20,9.03,38,343.14
1800,2025-01,2025-01-21,9.5,38,361.0
1800,2025-01,2025-01-22,8.88,38,337.44
1800,2025-01,2025-01-23,7.93,38,301.34
1800,2025-01,2025-01-24,8.77,38,333.26
1800,2025-01,2025-01-25,9.37,38,356.06
1800,2025-01,2025-01-27,7.97,38,302.86
1800,2025-01,2025-01-28,8.47,38,321.86
1800,2025-01,2025-01-29,7.62,38,289.56
1800,2025-01,2025-01-30,9.65,38,366.7
1800,2025-01,2025-01-31,9.12,38,346.56
1800,2025-01,2025-02-03,9.28,38,352.64
1800,2025-01,2025-02-04,9.88,38,375.44
1800,2025-01,2025-02-05,8.17,38,310.46
1800,2025-01,2025-02-06,9.15,38,347.7
1800,2025-01,2025-02-07,9.4,38,357.2
1800,2025-01,2025-02-08,7.57,38,287.66
1800,2025-01,2025-02-10,8.15,38,309.7
1800,2025-01,2025-02-11,9.97,38,378.86
1800,2025-01,2025-02-12,8.1,38,307.8
1800,2025-01,2025-02-13,8.3,38,315.4
1800,2025-01,2025-02-14,8.8,38,334.4
1800,2025-01,2025-02-17,9.1,38,345.8
1800,2025-01,2025-02-18,8.97,38,340.86
1800,2025-01,2025-02-19,7.58,38,288.04
1800,2025-01,2025-02-20,9.12,38,346.56
1800,2025-01,2025-02-21,9.33,38,354.54
1800,2025-01,2025-02-23,9.85,38,374.3
1800,2025-01,2025-02-24,8.28,38,314.64
1800,2025-01,2025-02-25,7.72,38,293.36
1800,2025-01,2025-02-26,7.52,38,285.76
1800,2025-01,2025-02-27,9.6,38,364.8
1800,2025-01,2025-02-28,8.33,38,316.54
1800,2025-01,2025-03-01,8.47,38,321.86
1813,2025-01,2025-01-01,8.85,38,336.3
1813,2025-01,2025-01-02,9.13,38,346.94
1813,2025-01,2025-01-03,8.25,38,313.5
1813,2025-01,2025-01-04,9.23,38,350.74
1813,2025-01,2025-01-06,8.52,38,323.76
1813,2025-01,2025-01-07,7.6,38,288.8
1813,2025-01,2025-01-08,9.88,38,375.44
1813,2025-01,2025-01-09,8.28,38,314.64
1813,2025-01,2025-01-10,8.38,38,318.44
1813,2025-01,2025-01-13,8.62,38,327.56
1813,2025-01,2025-01-14,8.8,38,334.4
1813,2025-01,2025-01-15,8.23,38,312.74
1813,2025-01,2025-01-16,9.38,38,356.44
1813,2025-01,2025-01-17,9.57,38,363.66
1813,2025-01,2025-01-20,8.25,38,313.5
1813,2025-01,2025-01-21,9.02,38,342.76
1813,2025-01,2025-01-22,9.92,38,376.96
1813,2025-01,2025-01-23,9.7,38,368.6
1813,2025-01,2025-01-24,9.75,38,370.5
1813,2025-01,2025-01-25,9.58,38,364.04
1813,2025-01,2025-01-27,9.7,38,368.6
1813,2025-01,2025-01-28,9.83,38,373.54
1813,2025-01,2025-01-29,8.33,38,316.54
1813,2025-01,2025-01-30,9.22,38,350.36
1813,2025-01,2025-01-31,8.15,38,309.7
1813,2025-01,2025-02-03,9.37,38,356.06
1813,2025-01,2025-02-04,8.95,38,340.1
1813,2025-01,2025-02-05,8.78,38,333.64
1813,2025-01,2025-02-06,9.12,38,346.56
1813,2025-01,2025-02-07,8.65,38,328.7
1813,2025-01,2025-02-08,9.97,38,378.86
1813,2025-01,2025-02-10,8.02,38,304.76
1813,2025-01,2025-02-11,9.18,38,348.84
1813,2025-01,2025-02-12,8.05,38,305.9
1813,2025-01,2025-02-13,8.63,38,327.94
1813,2025-01,2025-02-14,9.83,38,373.54
1813,2025-01,2025-02-15,9.78,38,371.64
1813,2025-01,2025-02-16,9.08,38,345.04
1813,2025-01,2025-02-17,8.68,38,329.84
1813,2025-01,2025-02-18,9.57,38,363.66
1813,2025-01,2025-02-19,9.58,38,364.04
1813,2025-01,2025-02-20,9.65,38,366.7
1813,2025-01,2025-02-21,7.75,38,294.5
1813,2025-01,2025-02-23,9.38,38,356.44
1813,2025-01,2025-02-24,9.73,38,369.74
1813,2025-01,2025-02-25,9.65,38,366.7
1813,2025-01,2025-02-26,7.82,38,297.16
1813,2025-01,2025-02-27,9.92,38,376.96
1813,2025-01,2025-02-28,8.0,38,304.0
1832,2025-01,2025-01-01,9.12,28,255.36
1832,2025-01,2025-01-02,8.98,28,251.44
1832,2025-01,2025-01-03,7.95,28,222.6
1832,2025-01,2025-01-05,8.95,28,250.6
1832,2025-01,2025-01-06,7.92,28,221.76
1832,2025-01,2025-01-07,8.73,28,244.44
1832,2025-01,2025-01-08,8.32,28,232.96
1832,2025-01,2025-01-09,9.53,28,266.84
1832,2025-01,2025-01-10,8.33,28,233.24
1832,2025-01,2025-01-13,9.22,28,258.16
1832,2025-01,2025-01-14,9.25,28,259.0
1832,2025-01,2025-01-15,8.22,28,230.16
1832,2025-01,2025-01-16,8.15,28,228.2
1832,2025-01,2025-01-17,9.37,28,262.36
1832,2025-01,2025-01-20,7.97,28,223.16
1832,2025-01,2025-01-21,9.52,28,266.56
1832,2025-01,2025-01-22,9.88,28,276.64
1832,2025-01,2025-01-23,9.55,28,267.4
1832,2025-01,2025-01-24,8.93,28,250.04
1832,2025-01,2025-01-26,7.9,28,221.2
1832,2025-01,2025-01-27,8.67,28,242.76
1832,2025-01,2025-01-28,7.8,28,218.4
1832,2025-01,2025-01-29,7.87,28,220.36
1832,2025-01,2025-01-30,7.85,28,219.8
1832,2025-01,2025-01-31,9.5,28,266.0
1832,2025-01,2025-02-01,7.52,28,210.56
1832,2025-01,2025-02-03,9.58,28,268.24
1832,2025-01,2025-02-04,8.93,28,250.04
1832,2025-01,2025-02-05,9.68,28,271.04
1832,2025-01,2025-02-06,8.2,28,229.6
1832,2025-01,2025-02-07,9.02,28,252.56
1832,2025-01,2025-02-10,9.25,28,259.0
1832,2025-01,2025-02-11,9.8,28,274.4
1832,2025-01,2025-02-12,8.05,28,225.4
1832,2025-01,2025-02-13,8.22,28,230.16
1832,2025-01,2025-02-14,8.48,28,237.44
1832,2025-01,2025-02-16,9.53,28,266.84
1832,2025-01,2025-02-17,9.83,28,275.24
1832,2025-01,2025-02-18,8.15,28,228.2
1832,2025-01,2025-02-19,8.67,28,242.76
1832,2025-01,2025-02-20,9.55,28,267.4
1832,2025-01,2025-02-21,9.13,28,255.64
1832,2025-01,2025-02-24,8.73,28,244.44
1832,2025-01,2025-02-25,8.03,28,224.84
1832,2025-01,2025-02-26,7.87,28,220.36
1832,2025-01,2025-02-27,9.83,28,275.24
1832,2025-01,2025-02-28,8.83,28,247.24
1891,2025-01,2025-01-01,9.58,38,364.04
1891,2025-01,2025-01-02,8.72,38,331.36
1891,2025-01,2025-01-03,9.07,38,344.66
1891,2025-01,2025-01-04,9.67,38,367.46
1891,2025-01,2025-01-06,8.82,38,335.16
1891,2025-01,2025-01-07,7.97,38,302.86
1891,2025-01,2025-01-08,7.55,38,286.9
1891,2025-01,2025-01-09,7.67,38,291.46
1891,2025-01,2025-01-10,8.83,38,335.54
1891,2025-01,2025-01-11,9.07,38,344.66
1891,2025-01,2025-01-12,8.98,38,341.24
1891,2025-01,2025-01-13,8.28,38,314.64
1891,2025-01,2025-01-14,9.47,38,359.86
1891,2025-01,2025-01-15,8.73,38,331.74
1891,2025-01,2025-01-16,7.8,38,296.4
1891,2025-01,2025-01-17,8.78,38,333.64
1891,2025-01,2025-01-20,9.87,38,375.06
1891,2025-01,2025-01-21,9.62,38,365.56
1891,2025-01,2025-01-22,8.65,38,328.7
1891,2025-01,2025-01-23,9.77,38,371.26
1891,2025-01,2025-01-24,8.57,38,325.66
1891,2025-01,2025-01-27,9.55,38,362.9
1891,2025-01,2025-01-28,8.18,38,310.84
1891,2025-01,2025-01-29,8.17,38,310.46
1891,2025-01,2025-01-30,8.5,38,323.0
1891,2025-01,2025-01-31,8.65,38,328.7
1891,2025-01,2025-02-02,9.67,38,367.46
1891,2025-01,2025-02-03,8.15,38,309.7
1891,2025-01,2025-02-04,7.78,38,295.64
1891,2025-01,2025-02-05,9.88,38,375.44
1891,2025-01,2025-02-06,9.63,38,365.94
1891,2025-01,2025-02-07,9.4,38,357.2
1891,2025-01,2025-02-10,8.32,38,316.16
1891,2025-01,2025-02-11,8.4,38,319.2
1891,2025-01,2025-02-12,8.22,38,312.36
1891,2025-01,2025-02-13,8.92,38,338.96
1891,2025-01,2025-02-14,7.87,38,299.06
1891,2025-01,2025-02-16,8.73,38,331.74
1891,2025-01,2025-02-17,9.95,38,378.1
1891,2025-01,2025-02-18,9.52,38,361.76
1891,2025-01,2025-02-19,8.08,38,307.04
1891,2025-01,2025-02-20,9.18,38,348.84
1891,2025-01,2025-02-21,7.63,38,289.94
1891,2025-01,2025-02-24,8.15,38,309.7
1891,2025-01,2025-02-25,7.68,38,291.84
1891,2025-01,2025-02-26,9.15,38,347.7
1891,2025-01,2025-02-27,7.65,38,290.7
1891,2025-01,2025-02-28,8.42,38,319.96
1897,2025-01,2025-01-01,7.67,38,291.46
1897,2025-01,2025-01-02,8.3,38,315.4
1897,2025-01,2025-01-03,8.12,38,308.56
1897,2025-01,2025-01-06,9.93,38,377.34
1897,2025-01,2025-01-07,8.73,38,331.74
1897,2025-01,2025-01-08,9.4,38,357.2
1897,2025-01,2025-01-09,9.97,38,378.86
1897,2025-01,2025-01-10,8.13,38,308.94
1897,2025-01,2025-01-13,9.07,38,344.66
1897,2025-01,2025-01-14,9.6,38,364.8
1897,2025-01,2025-01-15,7.75,38,294.5
1897,2025-01,2025-01-16,8.0,38,304.0
1897,2025-01,2025-01-17,8.68,38,329.84
1897,2025-01,2025-01-20,7.5,38,285.0
1897,2025-01,2025-01-21,9.62,38,365.56
1897,2025-01,2025-01-22,9.92,38,376.96
1897,2025-01,2025-01-23,9.15,38,347.7
1897,2025-01,2025-01-24,8.7,38,330.6
1897,2025-01,2025-01-26,8.13,38,308.94
1897,2025-01,2025-01-27,9.15,38,347.7
1897,2025-01,2025-01-28,9.33,38,354.54
1897,2025-01,2025-01-29,7.87,38,299.06
1897,2025-01,2025-01-30,9.02,38,342.76
1897,2025-01,2025-01-31,9.67,38,367.46
1897,2025-01,2025-02-03,7.63,38,289.94
1897,2025-01,2025-02-04,9.68,38,367.84
1897,2025-01,2025-02-05,9.63,38,365.94
1897,2025-01,2025-02-06,8.75,38,332.5
1897,2025-01,2025-02-07,9.63,38,365.94
1897,2025-01,2025-02-10,8.77,38,333.26
1897,2025-01,2025-02-11,8.38,38,318.44
1897,2025-01,2025-02-12,8.82,38,335.16
1897,2025-01,2025-02-13,9.58,38,364.04
1897,2025-01,2025-02-14,7.85,38,298.3
1897,2025-01,2025-02-17,7.92,38,300.96
1897,2025-01,2025-02-18,8.55,38,324.9
1897,2025-01,2025-02-19,8.1,38,307.8
1897,2025-01,2025-02-20,9.33,38,354.54
1897,2025-01,2025-02-21,9.67,38,367.46
1897,2025-01,2025-02-23,9.62,38,365.56
1897,2025-01,2025-02-24,10.0,38,380.0
1897,2025-01,2025-02-25,8.13,38,308.94
1897,2025-01,2025-02-26,8.95,38,340.1
1897,2025-01,2025-02-27,8.93,38,339.34
1897,2025-01,2025-02-28,8.18,38,310.84
1897,2025-01,2025-03-01,8.55,38,324.9
1967,2025-01,2025-01-01,9.08,28,254.24
1967,2025-01,2025-01-02,8.65,28,242.2
1967,2025-01,2025-01-03,9.97,28,279.16
1967,2025-01,2025-01-06,7.83,28,219.24
1967,2025-01,2025-01-07,9.53,28,266.84
1967,2025-01,2025-01-08,8.28,28,231.84
1967,2025-01,2025-01-09,7.88,28,220.64
1967,2025-01,2025-01-10,9.92,28,277.76
1967,2025-01,2025-01-11,9.37,28,262.36
1967,2025-01,2025-01-13,8.98,28,251.44
1967,2025-01,2025-01-14,8.62,28,241.36
1967,2025-01,2025-01-15,9.77,28,273.56
1967,2025-01,2025-01-16,8.52,28,238.56
1967,2025-01,2025-01-17,9.28,28,259.84
1967,2025-01,2025-01-20,8.58,28,240.24
1967,2025-01,2025-01-21,7.62,28,213.36
1967,2025-01,2025-01-22,9.88,28,276.64
1967,2025-01,2025-01-23,7.8,28,218.4
1967,2025-01,2025-01-24,8.27,28,231.56
1967,2025-01,2025-01-27,7.72,28,216.16
1967,2025-01,2025-01-28,7.88,28,220.64
1967,2025-01,2025-01-29,7.87,28,220.36
1967,2025-01,2025-01-30,9.48,28,265.44
1967,2025-01,2025-01-31,8.52,28,238.56
1967,2025-01,2025-02-03,9.62,28,269.36
1967,2025-01,2025-02-04,8.82,28,246.96
1967,2025-01,2025-02-05,9.1,28,254.8
1967,2025-01,2025-02-06,9.73,28,272.44
1967,2025-01,2025-02-07,8.87,28,248.36
1967,2025-01,2025-02-09,8.77,28,245.56
1967,2025-01,2025-02-10,8.0,28,224.0
1967,2025-01,2025-02-11,9.07,28,253.96
1967,2025-01,2025-02-12,7.87,28,220.36
1967,2025-01,2025-02-13,9.4,28,263.2
1967,2025-01,2025-02-14,8.93,28,250.04
1967,2025-01,2025-02-15,9.6,28,268.8
1967,2025-01,2025-02-16,9.83,28,275.24
1967,2025-01,2025-02-17,8.23,28,230.44
1967,2025-01,2025-02-18,9.87,28,276.36
1967,2025-01,2025-02-19,9.12,28,255.36
1967,2025-01,2025-02-20,8.7,28,243.6
1967,2025-01,2025-02-21,9.87,28,276.36
1967,2025-01,2025-02-24,7.98,28,223.44
1967,2025-01,2025-02-25,8.65,28,242.2
1967,2025-01,2025-02-26,9.3,28,260.4
1967,2025-01,2025-02-27,8.73,28,244.44
1967,2025-01,2025-02-28,9.9,28,277.2
1970,2025-01,2025-01-01,9.27,38,352.26
1970,2025-01,2025-01-02,8.48,38,322.24
1970,2025-01,2025-01-03,8.07,38,306.66
1970,2025-01,2025-01-04,9.78,38,371.64
1970,2025-01,2025-01-06,7.78,38,295.64
1970,2025-01,2025-01-07,8.72,38,331.36
1970,2025-01,2025-01-08,7.62,38,289.56
1970,2025-01,2025-01-09,7.8,38,296.4
1970,2025-01,2025-01-10,9.78,38,371.64
1970,2025-01,2025-01-11,9.53,38,362.14
1970,2025-01,2025-01-12,8.27,38,314.26
1970,2025-01,2025-01-13,9.55,38,362.9
1970,2025-01,2025-01-14,9.43,38,358.34
1970,2025-01,2025-01-15,8.95,38,340.1
1970,2025-01,2025-01-16,7.7,38,292.6
1970,2025-01,2025-01-17,8.2,38,311.6
1970,2025-01,2025-01-20,9.25,38,351.5
1970,2025-01,2025-01-21,8.48,38,322.24
1970,2025-01,2025-01-22,8.88,38,337.44
1970,2025-01,2025-01-23,8.85,38,336.3
1970,2025-01,2025-01-24,9.12,38,346.56
1970,2025-01,2025-01-25,9.25,38,351.5
1970,2025-01,2025-01-26,8.13,38,308.94
1970,2025-01,2025-01-27,8.4,38,319.2
1970,2025-01,2025-01-28,8.12,38,308.56
1970,2025-01,2025-01-29,7.6,38,288.8
1970,2025-01,2025-01-30,9.85,38,374.3
1970,2025-01,2025-01-31,9.98,38,379.24
1970,2025-01,2025-02-03,7.63,38,289.94
1970,2025-01,2025-02-04,8.23,38,312.74
1970,2025-01,2025-02-05,8.3,38,315.4
1970,2025-01,2025-02-06,7.83,38,297.54
1970,2025-01,2025-02-07,7.78,38,295.64
1970,2025-01,2025-02-09,8.53,38,324.14
1970,2025-01,2025-02-10,8.25,38,313.5
1970,2025-01,2025-02-11,7.97,38,302.86
1970,2025-01,2025-02-12,9.78,38,371.64
1970,2025-01,2025-02-13,7.87,38,299.06
1970,2025-01,2025-02-14,8.5,38,323.0
1970,2025-01,2025-02-17,7.95,38,302.1
1970,2025-01,2025-02-18,8.62,38,327.56
1970,2025-01,2025-02-19,8.65,38,328.7
1970,2025-01,2025-02-20,8.8,38,334.4
1970,2025-01,2025-02-21,7.52,38,285.76
1970,2025-01,2025-02-22,8.98,38,341.24
1970,2025-01,2025-02-23,8.42,38,319.96
1970,2025-01,2025-02-24,9.78,38,371.64
1970,2025-01,2025-02-25,8.48,38,322.24
1970,2025-01,2025-02-26,8.53,38,324.14
1970,2025-01,2025-02-27,8.32,38,316.16
1970,2025-01,2025-02-28,9.88,38,375.44
1970,2025-01,2025-03-01,9.45,38,359.1
1974,2025-01,2025-01-01,7.67,28,214.76
1974,2025-01,2025-01-02,9.23,28,258.44
1974,2025-01,2025-01-03,8.1,28,226.8
1974,2025-01,2025-01-06,8.98,28,251.44
1974,2025-01,2025-01-07,8.57,28,239.96
1974,2025-01,2025-01-08,7.93,28,222.04
1974,2025-01,2025-01-09,9.47,28,265.16
1974,2025-01,2025-01-10,7.73,28,216.44
1974,2025-01,2025-01-13,9.82,28,274.96
1974,2025-01,2025-01-14,8.15,28,228.2
1974,2025-01,2025-01-15,9.0,28,252.0
1974,2025-01,2025-01-16,8.18,28,229.04
1974,2025-01,2025-01-17,9.55,28,267.4
1974,2025-01,2025-01-18,8.83,28,247.24
1974,2025-01,2025-01-20,7.97,28,223.16
1974,2025-01,2025-01-21,8.05,28,225.4
1974,2025-01,2025-01-22,7.5,28,210.0
1974,2025-01,2025-01-23,8.6,28,240.8
1974,2025-01,2025-01-24,8.23,28,230.44
1974,2025-01,2025-01-27,9.33,28,261.24
1974,2025-01,2025-01-28,8.6,28,240.8
1974,2025-01,2025-01-29,8.77,28,245.56
1974,2025-01,2025-01-30,9.72,28,272.16
1974,2025-01,2025-01-31,9.92,28,277.76
1974,2025-01,2025-02-02,7.82,28,218.96
1974,2025-01,2025-02-03,9.82,28,274.96
1974,2025-01,2025-02-04,7.88,28,220.64
1974,2025-01,2025-02-05,7.92,28,221.76
1974,2025-01,2025-02-06,9.18,28,257.04
1974,2025-01,2025-02-07,7.78,28,217.84
1974,2025-01,2025-02-08,9.37,28,262.36
1974,2025-01,2025-02-10,9.8,28,274.4
1974,2025-01,2025-02-11,9.02,28,252.56
1974,2025-01,2025-02-12,7.57,28,211.96
1974,2025-01,2025-02-13,9.87,28,276.36
1974,2025-01,2025-02-14,8.62,28,241.36
1974,2025-01,2025-02-17,9.67,28,270.76
1974,2025-01,2025-02-18,10.0,28,280.0
1974,2025-01,2025-02-19,7.87,28,220.36
1974,2025-01,2025-02-20,9.75,28,273.0
1974,2025-01,2025-02-21,8.77,28,245.56
1974,2025-01,2025-02-23,7.62,28,213.36
1974,2025-01,2025-02-24,9.13,28,255.64
1974,2025-01,2025-02-25,9.17,28,256.76
1974,2025-01,2025-02-26,9.47,28,265.16
1974,2025-01,2025-02-27,8.52,28,238.56
1974,2025-01,2025-02-28,8.25,28,231.0
1987,2025-01,2025-01-01,9.03,38,343.14
1987,2025-01,2025-01-02,9.63,38,365.94
1987,2025-01,2025-01-03,9.52,38,361.76
1987,2025-01,2025-01-06,8.38,38,318.44
1987,2025-01,2025-01-07,8.62,38,327.56
1987,2025-01,2025-01-08,7.8,38,296.4
1987,2025-01,2025-01-09,9.0,38,342.0
1987,2025-01,2025-01-10,9.83,38,373.54
1987,2025-01,2025-01-13,8.57,38,325.66
1987,2025-01,2025-01-14,8.97,38,340.86
1987,2025-01,2025-01-15,9.65,38,366.7
1987,2025-01,2025-01-16,8.3,38,315.4
1987,2025-01,2025-01-17,8.15,38,309.7
1987,2025-01,2025-01-18,8.08,38,307.04
1987,2025-01,2025-01-19,8.18,38,310.84
1987,2025-01,2025-01-20,9.92,38,376.96
1987,2025-01,2025-01-21,9.32,38,354.16
1987,2025-01,2025-01-22,7.65,38,290.7
1987,2025-01,2025-01-23,8.92,38,338.96
1987,2025-01,2025-01-24,8.28,38,314.64
1987,2025-01,2025-01-25,7.63,38,289.94
1987,2025-01,2025-01-27,9.57,38,363.66
1987,2025-01,2025-01-28,7.65,38,290.7
1987,2025-01,2025-01-29,7.63,38,289.94
1987,2025-01,2025-01-30,9.37,38,356.06
1987,2025-01,2025-01-31,8.0,38,304.0
1987,2025-01,2025-02-01,8.97,38,340.86
1987,2025-01,2025-02-02,8.42,38,319.96
1987,2025-01,2025-02-03,7.83,38,297.54
1987,2025-01,2025-02-04,8.35,38,317.3
1987,2025-01,2025-02-05,8.78,38,333.64
1987,2025-01,2025-02-06,9.68,38,367.84
1987,2025-01,2025-02-07,8.8,38,334.4
1987,2025-01,2025-02-09,7.97,38,302.86
1987,2025-01,2025-02-10,7.55,38,286.9
1987,2025-01,2025-02-11,9.33,38,354.54
1987,2025-01,2025-02-12,9.82,38,373.16
1987,2025-01,2025-02-13,9.23,38,350.74
1987,2025-01,2025-02-14,9.4,38,357.2
1987,2025-01,2025-02-17,9.35,38,355.3
1987,2025-01,2025-02-18,8.37,38,318.06
1987,2025-01,2025-02-19,9.6,38,364.8
1987,2025-01,2025-02-20,8.32,38,316.16
1987,2025-01,2025-02-21,9.72,38,369.36
1987,2025-01,2025-02-24,9.33,38,354.54
1987,2025-01,2025-02-25,9.58,38,364.04
1987,2025-01,2025-02-26,8.82,38,335.16
1987,2025-01,2025-02-27,9.17,38,348.46
1987,2025-01,2025-02-28,7.73,38,293.74
1989,2025-01,2025-01-01,7.7,28,215.6
1989,2025-01,2025-01-02,8.73,28,244.44
1989,2025-01,2025-01-03,9.35,28,261.8
1989,2025-01,2025-01-06,7.75,28,217.0
1989,2025-01,2025-01-07,7.92,28,221.76
1989,2025-01,2025-01-08,8.65,28,242.2
1989,2025-01,2025-01-09,9.35,28,261.8
1989,2025-01,2025-01-10,9.17,28,256.76
1989,2025-01,2025-01-11,9.65,28,270.2
1989,2025-01,2025-01-13,9.73,28,272.44
1989,2025-01,2025-01-14,8.55,28,239.4
1989,2025-01,2025-01-15,9.88,28,276.64
1989,2025-01,2025-01-16,7.52,28,210.56
1989,2025-01,2025-01-17,8.5,28,238.0
1989,2025-01,2025-01-18,7.67,28,214.76
1989,2025-01,2025-01-20,8.03,28,224.84
1989,2025-01,2025-01-21,9.55,28,267.4
1989,2025-01,2025-01-22,8.52,28,238.56
1989,2025-01,2025-01-23,9.4,28,263.2
1989,2025-01,2025-01-24,9.67,28,270.76
1989,2025-01,2025-01-27,9.18,28,257.04
1989,2025-01,2025-01-28,9.52,28,266.56
1989,2025-01,2025-01-29,8.58,28,240.24
1989,2025-01,2025-01-30,7.75,28,217.0
1989,2025-01,2025-01-31,8.53,28,238.84
1989,2025-01,2025-02-03,8.03,28,224.84
1989,2025-01,2025-02-04,8.13,28,227.64
1989,2025-01,2025-02-05,8.92,28,249.76
1989,2025-01,2025-02-06,8.08,28,226.24
1989,2025-01,2025-02-07,9.97,28,279.16
1989,2025-01,2025-02-08,9.5,28,266.0
1989,2025-01,2025-02-10,7.58,28,212.24
1989,2025-01,2025-02-11,9.5,28,266.0
1989,2025-01,2025-02-12,8.23,28,230.44
1989,2025-01,2025-02-13,7.77,28,217.56
1989,2025-01,2025-02-14,8.15,28,228.2
1989,2025-01,2025-02-17,9.48,28,265.44
1989,2025-01,2025-02-18,7.67,28,214.76
1989,2025-01,2025-02-19,8.18,28,229.04
1989,2025-01,2025-02-20,8.42,28,235.76
1989,2025-01,2025-02-21,8.88,28,248.64
1989,2025-01,2025-02-22,8.57,28,239.96
1989,2025-01,2025-02-24,8.38,28,234.64
1989,2025-01,2025-02-25,7.73,28,216.44
1989,2025-01,2025-02-26,9.7,28,271.6
1989,2025-01,2025-02-27,8.65,28,242.2
1989,2025-01,2025-02-28,8.78,28,245.84
1989,2025-01,2025-03-01,9.42,28,263.76
2008,2025-01,2025-01-01,7.5,28,210.0
2008,2025-01,2025-01-02,8.9,28,249.2
2008,2025-01,2025-01-03,9.83,28,275.24
2008,2025-01,2025-01-06,8.92,28,249.76
2008,2025-01,2025-01-07,8.33,28,233.24
2008,2025-01,2025-01-08,8.5,28,238.0
2008,2025-01,2025-01-09,8.47,28,237.16
2008,2025-01,2025-01-10,9.55,28,267.4
2008,2025-01,2025-01-13,9.55,28,267.4
2008,2025-01,2025-01-14,9.03,28,252.84
2008,2025-01,2025-01-15,7.5,28,210.0
2008,2025-01,2025-01-16,7.65,28,214.2
2008,2025-01,2025-01-17,8.27,28,231.56
2008,2025-01,2025-01-18,9.63,28,269.64
2008,2025-01,2025-01-20,8.4,28,235.2
2008,2025-01,2025-01-21,9.78,28,273.84
2008,2025-01,2025-01-22,8.78,28,245.84
2008,2025-01,2025-01-23,9.32,28,260.96
2008,2025-01,2025-01-24,7.77,28,217.56
2008,2025-01,2025-01-27,8.1,28,226.8
2008,2025-01,2025-01-28,9.42,28,263.76
2008,2025-01,2025-01-29,8.58,28,240.24
2008,2025-01,2025-01-30,9.0,28,252.0
2008,2025-01,2025-01-31,9.87,28,276.36
2008,2025-01,2025-02-01,9.73,28,272.44
2008,2025-01,2025-02-02,8.52,28,238.56
2008,2025-01,2025-02-03,8.35,28,233.8
2008,2025-01,2025-02-04,7.5,28,210.0
2008,2025-01,2025-02-05,9.65,28,270.2
2008,2025-01,2025-02-06,7.67,28,214.76
2008,2025-01,2025-02-07,9.22,28,258.16
2008,2025-01,2025-02-10,8.68,28,243.04
2008,2025-01,2025-02-11,8.77,28,245.56
2008,2025-01,2025-02-12,8.67,28,242.76
2008,2025-01,2025-02-13,8.63,28,241.64
2008,2025-01,2025-02-14,8.02,28,224.56
2008,2025-01,2025-02-16,9.37,28,262.36
2008,2025-01,2025-02-17,7.62,28,213.36
2008,2025-01,2025-02-18,8.05,28,225.4
2008,2025-01,2025-02-19,8.58,28,240.24
2008,2025-01,2025-02-20,9.07,28,253.96
2008,2025-01,2025-02-21,8.1,28,226.8
2008,2025-01,2025-02-24,8.93,28,250.04
2008,2025-01,2025-02-25,7.8,28,218.4
2008,2025-01,2025-02-26,7.68,28,215.04
2008,2025-01,2025-02-27,8.3,28,232.4
2008,2025-01,2025-02-28,9.0,28,252.0
